,purchase_time,purchase_date,quantity
2832,2017-05-11 13:55:12,2017-05-11 00:00:00,9
2833,2017-05-28 20:16:50,2017-05-28 00:00:00,9
2834,2017-06-15 09:49:50,2017-06-15 00:00:00,3
2835,2017-06-01 23:06:00,2017-06-01 00:00:00,10
2836,2017-05-23 19:20:02,2017-05-23 00:00:00,12
2837,2017-06-08 23:58:19,2017-06-08 00:00:00,14
2838,2017-05-07 16:18:17,2017-05-07 00:00:00,5
2839,2017-05-29 10:34:18,2017-05-29 00:00:00,11
2840,2017-06-07 09:00:12,2017-06-07 00:00:00,1
2841,2017-06-02 14:29:27,2017-06-02 00:00:00,10
2842,2017-06-05 18:08:08,2017-06-05 00:00:00,13
2843,2017-05-24 16:10:03,2017-05-24 00:00:00,13
2844,2017-06-07 14:03:57,2017-06-07 00:00:00,3
2845,2017-06-09 08:13:39,2017-06-09 00:00:00,2
2846,2017-05-10 10:21:42,2017-05-10 00:00:00,12
2847,2017-06-15 22:40:45,2017-06-15 00:00:00,9
2848,2017-06-05 21:47:24,2017-06-05 00:00:00,6
2849,2017-06-03 12:22:15,2017-06-03 00:00:00,10
2850,2017-05-12 09:24:23,2017-05-12 00:00:00,8
2851,2017-05-12 20:55:01,2017-05-12 00:00:00,8
2852,2017-05-04 19:36:56,2017-05-04 00:00:00,7
2853,2017-06-03 19:11:14,2017-06-03 00:00:00,3
2854,2017-05-19 12:27:34,2017-05-19 00:00:00,12
2855,2017-05-12 12:19:21,2017-05-12 00:00:00,8
2856,2017-05-24 16:09:14,2017-05-24 00:00:00,7
2857,2017-05-18 09:53:17,2017-05-18 00:00:00,1
2858,2017-06-12 13:20:22,2017-06-12 00:00:00,9
2859,2017-06-08 20:31:14,2017-06-08 00:00:00,7
2860,2017-05-28 11:16:32,2017-05-28 00:00:00,3
2861,2017-06-02 00:10:20,2017-06-02 00:00:00,2
2862,2017-05-24 14:37:44,2017-05-24 00:00:00,7
2863,2017-05-25 10:58:17,2017-05-25 00:00:00,1
2864,2017-06-11 12:52:37,2017-06-11 00:00:00,6
2865,2017-05-28 15:39:28,2017-05-28 00:00:00,10
2866,2017-05-08 20:30:33,2017-05-08 00:00:00,8
2867,2017-05-23 08:52:52,2017-05-23 00:00:00,10
2868,2017-05-25 18:50:08,2017-05-25 00:00:00,8
2869,2017-05-25 10:29:42,2017-05-25 00:00:00,13
2870,2017-05-11 13:02:04,2017-05-11 00:00:00,11
2871,2017-05-31 13:29:46,2017-05-31 00:00:00,12
2872,2017-05-19 16:02:15,2017-05-19 00:00:00,10
2873,2017-05-24 16:08:55,2017-05-24 00:00:00,10
2874,2017-05-03 17:24:06,2017-05-03 00:00:00,5
2875,2017-05-25 09:10:21,2017-05-25 00:00:00,8
2876,2017-06-10 20:30:08,2017-06-10 00:00:00,14
2877,2017-06-14 14:55:47,2017-06-14 00:00:00,9
2878,2017-05-06 10:06:11,2017-05-06 00:00:00,12
2879,2017-05-31 14:46:58,2017-05-31 00:00:00,2
2880,2017-05-22 10:31:46,2017-05-22 00:00:00,9
2881,2017-05-06 09:56:19,2017-05-06 00:00:00,11
2882,2017-06-01 12:05:45,2017-06-01 00:00:00,1
2883,2017-06-14 14:43:13,2017-06-14 00:00:00,12
2884,2017-05-26 10:38:35,2017-05-26 00:00:00,14
2885,2017-06-12 11:47:05,2017-06-12 00:00:00,9
2886,2017-05-18 13:08:58,2017-05-18 00:00:00,9
2887,2017-05-11 00:16:59,2017-05-11 00:00:00,5
2888,2017-05-08 21:26:39,2017-05-08 00:00:00,12
2889,2017-06-04 21:03:25,2017-06-04 00:00:00,9
2890,2017-05-16 09:38:45,2017-05-16 00:00:00,5
2891,2017-06-06 19:09:17,2017-06-06 00:00:00,9
2892,2017-05-20 15:25:39,2017-05-20 00:00:00,9
2893,2017-05-26 13:08:33,2017-05-26 00:00:00,8
2894,2017-05-01 14:18:57,2017-05-01 00:00:00,14
2895,2017-05-21 15:02:45,2017-05-21 00:00:00,3
2896,2017-05-12 17:43:50,2017-05-12 00:00:00,1
2897,2017-05-28 23:36:23,2017-05-28 00:00:00,6
2898,2017-05-11 00:36:48,2017-05-11 00:00:00,3
2899,2017-05-21 17:34:32,2017-05-21 00:00:00,12
2900,2017-06-09 21:19:00,2017-06-09 00:00:00,3
2901,2017-05-12 18:50:17,2017-05-12 00:00:00,10
2902,2017-06-05 12:20:45,2017-06-05 00:00:00,14
2903,2017-05-24 18:51:32,2017-05-24 00:00:00,1
2904,2017-05-14 10:03:32,2017-05-14 00:00:00,5
2905,2017-06-15 10:10:40,2017-06-15 00:00:00,6
2906,2017-06-01 12:56:27,2017-06-01 00:00:00,11
2907,2017-06-15 13:54:38,2017-06-15 00:00:00,6
2908,2017-06-13 15:24:53,2017-06-13 00:00:00,7
2909,2017-05-17 12:49:38,2017-05-17 00:00:00,4
2910,2017-06-02 11:46:50,2017-06-02 00:00:00,13
2911,2017-06-03 18:30:44,2017-06-03 00:00:00,14
2912,2017-05-10 07:27:24,2017-05-10 00:00:00,7
2913,2017-05-28 22:48:02,2017-05-28 00:00:00,6
2914,2017-06-05 23:26:27,2017-06-05 00:00:00,3
2915,2017-06-12 16:31:45,2017-06-12 00:00:00,3
2916,2017-06-07 20:28:13,2017-06-07 00:00:00,8
2917,2017-06-11 13:31:44,2017-06-11 00:00:00,14
2918,2017-05-15 10:21:07,2017-05-15 00:00:00,12
2919,2017-05-25 00:12:50,2017-05-25 00:00:00,8
2920,2017-05-03 13:39:40,2017-05-03 00:00:00,12
2921,2017-05-18 09:21:41,2017-05-18 00:00:00,1
2922,2017-06-12 17:35:50,2017-06-12 00:00:00,11
2923,2017-05-04 23:14:03,2017-05-04 00:00:00,8
2924,2017-06-14 21:46:28,2017-06-14 00:00:00,5
2925,2017-05-21 11:28:53,2017-05-21 00:00:00,1
2926,2017-05-21 11:20:32,2017-05-21 00:00:00,3
2927,2017-05-31 11:38:44,2017-05-31 00:00:00,9
2928,2017-06-05 15:52:50,2017-06-05 00:00:00,3
2929,2017-06-01 19:44:44,2017-06-01 00:00:00,12
2930,2017-05-02 15:00:31,2017-05-02 00:00:00,12
2931,2017-06-07 14:14:25,2017-06-07 00:00:00,10
2932,2017-05-02 22:11:54,2017-05-02 00:00:00,2
2933,2017-05-03 16:06:34,2017-05-03 00:00:00,1
2934,2017-05-05 14:04:37,2017-05-05 00:00:00,8
2935,2017-06-14 15:41:44,2017-06-14 00:00:00,6
2936,2017-05-01 19:04:07,2017-05-01 00:00:00,11
2937,2017-05-14 11:01:33,2017-05-14 00:00:00,5
2938,2017-05-03 20:54:43,2017-05-03 00:00:00,4
2939,2017-05-26 21:43:20,2017-05-26 00:00:00,13
2940,2017-05-29 13:43:45,2017-05-29 00:00:00,9
2941,2017-05-04 09:48:47,2017-05-04 00:00:00,12
2942,2017-05-31 17:36:48,2017-05-31 00:00:00,7
2943,2017-05-15 20:42:04,2017-05-15 00:00:00,4
2944,2017-05-21 23:20:14,2017-05-21 00:00:00,11
2945,2017-05-14 00:32:26,2017-05-14 00:00:00,1
2946,2017-06-15 13:41:16,2017-06-15 00:00:00,6
2947,2017-05-02 17:40:59,2017-05-02 00:00:00,9
2948,2017-05-08 22:50:12,2017-05-08 00:00:00,12
2949,2017-06-09 13:17:09,2017-06-09 00:00:00,4
2950,2017-06-10 09:13:35,2017-06-10 00:00:00,2
2951,2017-06-14 15:27:11,2017-06-14 00:00:00,12
2952,2017-06-13 19:31:07,2017-06-13 00:00:00,2
2953,2017-06-06 11:53:12,2017-06-06 00:00:00,4
2954,2017-05-06 18:23:13,2017-05-06 00:00:00,13
2955,2017-05-30 21:14:09,2017-05-30 00:00:00,14
2956,2017-05-01 16:35:12,2017-05-01 00:00:00,5
2957,2017-05-06 13:20:39,2017-05-06 00:00:00,5
2958,2017-06-15 20:15:37,2017-06-15 00:00:00,1
2959,2017-06-02 23:28:04,2017-06-02 00:00:00,5
2960,2017-05-15 22:02:38,2017-05-15 00:00:00,13
2961,2017-05-12 13:51:51,2017-05-12 00:00:00,10
2962,2017-06-15 11:48:29,2017-06-15 00:00:00,8
2963,2017-05-26 01:12:54,2017-05-26 00:00:00,2
2964,2017-05-10 20:55:51,2017-05-10 00:00:00,5
2965,2017-05-12 19:10:36,2017-05-12 00:00:00,3
2966,2017-05-17 15:46:06,2017-05-17 00:00:00,8
2967,2017-05-28 15:50:05,2017-05-28 00:00:00,7
2968,2017-05-31 20:36:19,2017-05-31 00:00:00,14
2969,2017-05-31 19:20:12,2017-05-31 00:00:00,5
2970,2017-06-02 19:52:43,2017-06-02 00:00:00,6
2971,2017-05-08 09:19:09,2017-05-08 00:00:00,14
2972,2017-05-05 20:49:15,2017-05-05 00:00:00,8
2973,2017-05-04 14:58:42,2017-05-04 00:00:00,9
2974,2017-05-07 16:38:31,2017-05-07 00:00:00,3
2975,2017-05-15 08:22:12,2017-05-15 00:00:00,13
2976,2017-05-01 18:56:50,2017-05-01 00:00:00,8
2977,2017-05-03 00:06:29,2017-05-03 00:00:00,3
2978,2017-05-30 12:05:05,2017-05-30 00:00:00,13
2979,2017-05-06 16:22:40,2017-05-06 00:00:00,8
2980,2017-05-24 19:42:56,2017-05-24 00:00:00,5
2981,2017-06-15 06:59:08,2017-06-15 00:00:00,10
2982,2017-05-23 13:35:47,2017-05-23 00:00:00,13
2983,2017-05-14 19:17:46,2017-05-14 00:00:00,8
2984,2017-06-09 15:12:35,2017-06-09 00:00:00,6
2985,2017-05-22 22:21:32,2017-05-22 00:00:00,10
2986,2017-05-21 23:24:21,2017-05-21 00:00:00,6
2987,2017-06-05 16:00:54,2017-06-05 00:00:00,6
2988,2017-06-02 18:30:34,2017-06-02 00:00:00,5
2989,2017-05-29 17:41:38,2017-05-29 00:00:00,14
2990,2017-06-10 22:07:50,2017-06-10 00:00:00,3
2991,2017-05-01 13:58:02,2017-05-01 00:00:00,10
2992,2017-05-29 23:18:24,2017-05-29 00:00:00,12
2993,2017-06-06 18:08:32,2017-06-06 00:00:00,11
2994,2017-05-30 21:11:54,2017-05-30 00:00:00,8
2995,2017-05-18 08:40:01,2017-05-18 00:00:00,13
2996,2017-05-12 19:53:28,2017-05-12 00:00:00,8
2997,2017-06-14 09:52:54,2017-06-14 00:00:00,9
2998,2017-06-13 19:58:18,2017-06-13 00:00:00,1
2999,2017-06-09 10:23:06,2017-06-09 00:00:00,1
3000,2017-05-09 14:38:00,2017-05-09 00:00:00,4
3001,2017-05-22 12:06:06,2017-05-22 00:00:00,3
3002,2017-05-22 23:38:44,2017-05-22 00:00:00,1
3003,2017-05-26 23:15:45,2017-05-26 00:00:00,9
3004,2017-05-28 17:08:43,2017-05-28 00:00:00,2
3005,2017-05-01 22:55:06,2017-05-01 00:00:00,6
3006,2017-05-22 15:41:36,2017-05-22 00:00:00,11
3007,2017-06-14 11:01:04,2017-06-14 00:00:00,8
3008,2017-06-01 13:52:53,2017-06-01 00:00:00,12
3009,2017-05-27 11:12:18,2017-05-27 00:00:00,11
3010,2017-05-24 21:43:53,2017-05-24 00:00:00,8
3011,2017-05-26 00:47:37,2017-05-26 00:00:00,9
3012,2017-05-30 13:09:52,2017-05-30 00:00:00,14
3013,2017-05-31 00:52:02,2017-05-31 00:00:00,6
3014,2017-05-15 21:08:32,2017-05-15 00:00:00,8
3015,2017-05-31 08:57:32,2017-05-31 00:00:00,10
3016,2017-05-31 10:53:03,2017-05-31 00:00:00,12
3017,2017-05-19 17:59:40,2017-05-19 00:00:00,1
3018,2017-05-14 21:11:45,2017-05-14 00:00:00,13
3019,2017-06-10 22:46:28,2017-06-10 00:00:00,3
3020,2017-05-29 21:09:38,2017-05-29 00:00:00,8
3021,2017-05-03 13:59:16,2017-05-03 00:00:00,14
3022,2017-05-04 08:38:54,2017-05-04 00:00:00,3
3023,2017-05-14 18:13:02,2017-05-14 00:00:00,4
3024,2017-05-09 20:50:26,2017-05-09 00:00:00,7
3025,2017-05-29 14:32:09,2017-05-29 00:00:00,3
3026,2017-06-12 18:39:11,2017-06-12 00:00:00,1
3027,2017-06-13 18:45:57,2017-06-13 00:00:00,8
3028,2017-05-21 10:55:29,2017-05-21 00:00:00,6
3029,2017-05-05 20:25:39,2017-05-05 00:00:00,8
3030,2017-05-19 10:56:32,2017-05-19 00:00:00,3
3031,2017-05-24 09:04:32,2017-05-24 00:00:00,3
3032,2017-05-22 12:40:54,2017-05-22 00:00:00,8
3033,2017-05-11 15:40:17,2017-05-11 00:00:00,2
3034,2017-05-22 17:47:32,2017-05-22 00:00:00,11
3035,2017-06-12 10:29:57,2017-06-12 00:00:00,12
3036,2017-05-28 18:59:18,2017-05-28 00:00:00,12
3037,2017-05-24 14:17:48,2017-05-24 00:00:00,13
3038,2017-06-08 20:25:53,2017-06-08 00:00:00,8
3039,2017-06-07 17:52:24,2017-06-07 00:00:00,2
3040,2017-05-14 17:19:43,2017-05-14 00:00:00,11
3041,2017-06-07 21:44:02,2017-06-07 00:00:00,12
3042,2017-05-11 19:51:22,2017-05-11 00:00:00,3
3043,2017-05-03 10:26:53,2017-05-03 00:00:00,7
3044,2017-06-10 12:37:02,2017-06-10 00:00:00,5
3045,2017-06-08 06:46:17,2017-06-08 00:00:00,2
3046,2017-05-02 16:21:16,2017-05-02 00:00:00,4
3047,2017-06-14 22:04:52,2017-06-14 00:00:00,13
3048,2017-06-14 19:39:48,2017-06-14 00:00:00,14
3049,2017-05-03 10:25:33,2017-05-03 00:00:00,12
3050,2017-05-01 10:30:43,2017-05-01 00:00:00,12
3051,2017-05-13 11:58:44,2017-05-13 00:00:00,12
3052,2017-05-09 22:58:25,2017-05-09 00:00:00,1
3053,2017-05-25 10:32:23,2017-05-25 00:00:00,5
3054,2017-06-04 15:30:24,2017-06-04 00:00:00,4
3055,2017-06-02 08:30:11,2017-06-02 00:00:00,5
3056,2017-05-04 20:33:27,2017-05-04 00:00:00,13
3057,2017-05-24 11:02:36,2017-05-24 00:00:00,9
3058,2017-05-21 08:01:31,2017-05-21 00:00:00,13
3059,2017-06-07 20:11:31,2017-06-07 00:00:00,2
3060,2017-05-31 17:28:35,2017-05-31 00:00:00,6
3061,2017-05-13 17:29:17,2017-05-13 00:00:00,12
3062,2017-05-02 13:43:38,2017-05-02 00:00:00,10
3063,2017-06-13 02:43:28,2017-06-13 00:00:00,11
3064,2017-06-02 00:35:09,2017-06-02 00:00:00,7
3065,2017-05-08 12:26:03,2017-05-08 00:00:00,14
3066,2017-06-15 22:53:40,2017-06-15 00:00:00,8
3067,2017-05-14 18:33:49,2017-05-14 00:00:00,2
3068,2017-05-17 21:45:36,2017-05-17 00:00:00,2
3069,2017-06-12 17:43:28,2017-06-12 00:00:00,3
3070,2017-06-05 18:44:05,2017-06-05 00:00:00,7
3071,2017-06-15 18:57:44,2017-06-15 00:00:00,4
3072,2017-05-28 15:50:32,2017-05-28 00:00:00,12
3073,2017-05-07 10:16:52,2017-05-07 00:00:00,9
3074,2017-06-11 18:08:21,2017-06-11 00:00:00,10
3075,2017-05-01 20:08:37,2017-05-01 00:00:00,10
3076,2017-06-08 20:23:52,2017-06-08 00:00:00,5
3077,2017-06-04 14:44:30,2017-06-04 00:00:00,8
3078,2017-05-22 12:19:17,2017-05-22 00:00:00,3
3079,2017-05-12 05:28:46,2017-05-12 00:00:00,10
3080,2017-06-10 19:31:30,2017-06-10 00:00:00,12
3081,2017-05-09 21:42:43,2017-05-09 00:00:00,12
3082,2017-05-04 21:39:45,2017-05-04 00:00:00,2
3083,2017-05-24 17:19:22,2017-05-24 00:00:00,13
3084,2017-06-09 18:30:56,2017-06-09 00:00:00,12
3085,2017-05-16 14:59:10,2017-05-16 00:00:00,5
3086,2017-05-28 20:55:02,2017-05-28 00:00:00,14
3087,2017-05-28 10:52:00,2017-05-28 00:00:00,8
3088,2017-05-12 11:38:07,2017-05-12 00:00:00,13
3089,2017-06-02 15:53:41,2017-06-02 00:00:00,9
3090,2017-06-09 09:55:08,2017-06-09 00:00:00,5
3091,2017-05-25 08:48:19,2017-05-25 00:00:00,11
3092,2017-05-31 22:14:55,2017-05-31 00:00:00,14
3093,2017-05-06 17:35:28,2017-05-06 00:00:00,4
3094,2017-06-14 10:18:36,2017-06-14 00:00:00,9
3095,2017-05-02 01:58:38,2017-05-02 00:00:00,12
3096,2017-05-08 10:35:42,2017-05-08 00:00:00,3
3097,2017-05-02 16:29:13,2017-05-02 00:00:00,12
3098,2017-05-16 13:39:43,2017-05-16 00:00:00,8
3099,2017-05-22 13:47:12,2017-05-22 00:00:00,9
3100,2017-05-03 10:21:46,2017-05-03 00:00:00,4
3101,2017-05-14 18:07:52,2017-05-14 00:00:00,12
3102,2017-05-15 09:00:01,2017-05-15 00:00:00,2
3103,2017-05-24 18:39:05,2017-05-24 00:00:00,13
3104,2017-06-04 23:24:36,2017-06-04 00:00:00,12
3105,2017-05-17 09:30:27,2017-05-17 00:00:00,5
3106,2017-05-17 18:26:21,2017-05-17 00:00:00,10
3107,2017-05-18 17:35:59,2017-05-18 00:00:00,1
3108,2017-05-03 17:12:57,2017-05-03 00:00:00,9
3109,2017-05-30 23:18:08,2017-05-30 00:00:00,5
3110,2017-06-15 19:00:28,2017-06-15 00:00:00,8
3111,2017-06-14 14:01:36,2017-06-14 00:00:00,9
3112,2017-06-05 16:27:47,2017-06-05 00:00:00,8
3113,2017-06-08 11:09:37,2017-06-08 00:00:00,2
3114,2017-06-11 01:32:05,2017-06-11 00:00:00,1
3115,2017-05-26 12:16:29,2017-05-26 00:00:00,11
3116,2017-05-21 17:43:10,2017-05-21 00:00:00,1
3117,2017-05-27 23:35:14,2017-05-27 00:00:00,9
3118,2017-05-15 11:37:20,2017-05-15 00:00:00,10
3119,2017-05-10 07:45:17,2017-05-10 00:00:00,13
3120,2017-05-30 11:00:28,2017-05-30 00:00:00,7
3121,2017-05-18 11:17:59,2017-05-18 00:00:00,3
3122,2017-05-16 15:36:18,2017-05-16 00:00:00,4
3123,2017-05-26 17:19:49,2017-05-26 00:00:00,1
3124,2017-06-04 14:38:36,2017-06-04 00:00:00,10
3125,2017-05-16 20:39:33,2017-05-16 00:00:00,3
3126,2017-06-10 13:01:05,2017-06-10 00:00:00,9
3127,2017-05-18 18:38:19,2017-05-18 00:00:00,1
3128,2017-05-29 15:47:51,2017-05-29 00:00:00,12
3129,2017-05-15 21:22:49,2017-05-15 00:00:00,2
3130,2017-06-05 22:20:20,2017-06-05 00:00:00,1
3131,2017-05-25 12:57:19,2017-05-25 00:00:00,4
3132,2017-05-30 15:55:30,2017-05-30 00:00:00,11
3133,2017-05-01 21:09:27,2017-05-01 00:00:00,9
3134,2017-05-02 21:55:39,2017-05-02 00:00:00,12
3135,2017-05-14 06:20:25,2017-05-14 00:00:00,1
3136,2017-06-14 01:15:22,2017-06-14 00:00:00,2
3137,2017-05-09 17:11:37,2017-05-09 00:00:00,5
3138,2017-05-22 17:31:51,2017-05-22 00:00:00,8
3139,2017-05-07 22:23:30,2017-05-07 00:00:00,3
3140,2017-05-12 22:42:24,2017-05-12 00:00:00,3
3141,2017-05-17 19:59:41,2017-05-17 00:00:00,10
3142,2017-06-09 22:49:43,2017-06-09 00:00:00,12
3143,2017-05-11 14:12:53,2017-05-11 00:00:00,13
3144,2017-05-15 13:43:26,2017-05-15 00:00:00,1
3145,2017-05-13 15:06:20,2017-05-13 00:00:00,12
3146,2017-05-13 09:10:38,2017-05-13 00:00:00,7
3147,2017-05-08 17:34:29,2017-05-08 00:00:00,9
3148,2017-05-27 11:59:35,2017-05-27 00:00:00,12
3149,2017-06-04 21:33:39,2017-06-04 00:00:00,8
3150,2017-06-15 14:11:57,2017-06-15 00:00:00,10
3151,2017-05-24 11:54:31,2017-05-24 00:00:00,9
3152,2017-06-01 00:13:42,2017-06-01 00:00:00,14
3153,2017-06-04 01:12:31,2017-06-04 00:00:00,1
3154,2017-06-04 20:07:02,2017-06-04 00:00:00,6
3155,2017-05-24 13:17:55,2017-05-24 00:00:00,1
3156,2017-06-11 22:05:06,2017-06-11 00:00:00,2
3157,2017-05-05 18:46:30,2017-05-05 00:00:00,5
3158,2017-05-19 16:02:39,2017-05-19 00:00:00,7
3159,2017-05-29 15:06:36,2017-05-29 00:00:00,5
3160,2017-06-07 21:33:25,2017-06-07 00:00:00,8
3161,2017-05-27 17:48:11,2017-05-27 00:00:00,12
3162,2017-05-20 11:04:54,2017-05-20 00:00:00,6
3163,2017-05-02 01:28:48,2017-05-02 00:00:00,13
3164,2017-06-13 14:34:33,2017-06-13 00:00:00,8
3165,2017-05-23 13:53:50,2017-05-23 00:00:00,10
3166,2017-05-25 00:00:49,2017-05-25 00:00:00,4
3167,2017-05-07 17:52:22,2017-05-07 00:00:00,11
3168,2017-05-10 16:06:48,2017-05-10 00:00:00,5
3169,2017-05-24 20:38:05,2017-05-24 00:00:00,11
3170,2017-05-27 09:09:36,2017-05-27 00:00:00,7
3171,2017-05-31 15:13:26,2017-05-31 00:00:00,7
3172,2017-06-13 12:19:10,2017-06-13 00:00:00,8
3173,2017-05-19 16:14:42,2017-05-19 00:00:00,5
3174,2017-05-31 10:24:36,2017-05-31 00:00:00,2
3175,2017-05-02 17:07:34,2017-05-02 00:00:00,6
3176,2017-06-03 18:08:12,2017-06-03 00:00:00,5
3177,2017-05-17 18:03:00,2017-05-17 00:00:00,9
3178,2017-05-10 09:47:59,2017-05-10 00:00:00,9
3179,2017-06-09 11:51:37,2017-06-09 00:00:00,1
3180,2017-05-18 11:36:28,2017-05-18 00:00:00,1
3181,2017-05-30 03:02:05,2017-05-30 00:00:00,5
3182,2017-05-07 16:23:48,2017-05-07 00:00:00,12
3183,2017-05-18 04:17:44,2017-05-18 00:00:00,14
3184,2017-05-09 17:35:37,2017-05-09 00:00:00,6
3185,2017-05-29 13:23:09,2017-05-29 00:00:00,7
3186,2017-06-05 10:45:54,2017-06-05 00:00:00,5
3187,2017-06-13 16:41:30,2017-06-13 00:00:00,13
3188,2017-05-04 23:14:03,2017-05-04 00:00:00,5
3189,2017-05-17 16:39:59,2017-05-17 00:00:00,1
3190,2017-05-07 11:19:44,2017-05-07 00:00:00,2
3191,2017-05-17 12:11:34,2017-05-17 00:00:00,5
3192,2017-05-15 10:58:15,2017-05-15 00:00:00,8
3193,2017-05-05 13:18:58,2017-05-05 00:00:00,12
3194,2017-06-09 22:49:58,2017-06-09 00:00:00,12
3195,2017-05-31 19:07:38,2017-05-31 00:00:00,5
3196,2017-05-29 20:21:22,2017-05-29 00:00:00,7
3197,2017-05-29 10:18:40,2017-05-29 00:00:00,1
3198,2017-06-08 20:20:39,2017-06-08 00:00:00,14
3199,2017-05-09 08:20:16,2017-05-09 00:00:00,2
3200,2017-05-16 07:21:34,2017-05-16 00:00:00,3
3201,2017-05-16 22:51:01,2017-05-16 00:00:00,2
3202,2017-05-25 07:14:09,2017-05-25 00:00:00,7
3203,2017-05-18 10:56:05,2017-05-18 00:00:00,11
3204,2017-05-29 19:16:42,2017-05-29 00:00:00,6
3205,2017-05-11 16:20:58,2017-05-11 00:00:00,8
3206,2017-05-15 23:34:21,2017-05-15 00:00:00,4
3207,2017-05-10 14:08:58,2017-05-10 00:00:00,9
3208,2017-06-06 10:56:26,2017-06-06 00:00:00,12
3209,2017-06-14 09:32:11,2017-06-14 00:00:00,11
3210,2017-05-21 13:07:26,2017-05-21 00:00:00,12
3211,2017-06-06 12:23:28,2017-06-06 00:00:00,11
3212,2017-06-02 21:39:00,2017-06-02 00:00:00,12
3213,2017-05-15 15:13:36,2017-05-15 00:00:00,6
3214,2017-05-02 10:20:18,2017-05-02 00:00:00,6
3215,2017-05-08 23:25:42,2017-05-08 00:00:00,11
3216,2017-05-12 08:02:24,2017-05-12 00:00:00,14
3217,2017-05-23 22:30:12,2017-05-23 00:00:00,10
3218,2017-06-11 05:05:03,2017-06-11 00:00:00,8
3219,2017-06-06 18:59:02,2017-06-06 00:00:00,2
3220,2017-05-16 00:08:14,2017-05-16 00:00:00,1
3221,2017-05-11 13:17:27,2017-05-11 00:00:00,4
3222,2017-05-15 23:06:06,2017-05-15 00:00:00,2
3223,2017-06-11 15:49:32,2017-06-11 00:00:00,4
3224,2017-05-01 18:22:33,2017-05-01 00:00:00,7
3225,2017-06-11 08:30:14,2017-06-11 00:00:00,12
3226,2017-06-13 11:08:44,2017-06-13 00:00:00,9
3227,2017-05-22 11:21:49,2017-05-22 00:00:00,7
3228,2017-06-08 21:06:41,2017-06-08 00:00:00,12
3229,2017-05-21 19:53:52,2017-05-21 00:00:00,3
3230,2017-05-25 13:18:45,2017-05-25 00:00:00,11
3231,2017-05-10 21:51:44,2017-05-10 00:00:00,12
3232,2017-05-19 15:48:13,2017-05-19 00:00:00,5
3233,2017-05-08 17:26:08,2017-05-08 00:00:00,11
3234,2017-06-07 07:58:09,2017-06-07 00:00:00,11
3235,2017-06-01 10:48:48,2017-06-01 00:00:00,3
3236,2017-05-04 13:48:12,2017-05-04 00:00:00,4
3237,2017-06-02 17:12:42,2017-06-02 00:00:00,9
3238,2017-06-14 14:43:07,2017-06-14 00:00:00,12
3239,2017-05-07 13:05:14,2017-05-07 00:00:00,8
3240,2017-05-19 20:55:36,2017-05-19 00:00:00,3
3241,2017-06-08 08:27:25,2017-06-08 00:00:00,6
3242,2017-05-30 11:47:48,2017-05-30 00:00:00,2
3243,2017-05-19 12:49:07,2017-05-19 00:00:00,12
3244,2017-06-12 18:34:07,2017-06-12 00:00:00,10
3245,2017-05-26 16:13:17,2017-05-26 00:00:00,3
3246,2017-06-11 21:00:35,2017-06-11 00:00:00,11
3247,2017-06-12 15:13:07,2017-06-12 00:00:00,13
3248,2017-06-13 09:44:27,2017-06-13 00:00:00,12
3249,2017-06-14 09:44:30,2017-06-14 00:00:00,11
3250,2017-05-11 13:46:17,2017-05-11 00:00:00,4
3251,2017-05-09 20:30:44,2017-05-09 00:00:00,13
3252,2017-06-06 15:53:22,2017-06-06 00:00:00,12
3253,2017-05-15 21:29:38,2017-05-15 00:00:00,11
3254,2017-05-01 14:02:17,2017-05-01 00:00:00,10
3255,2017-06-12 08:57:04,2017-06-12 00:00:00,7
3256,2017-05-23 12:14:26,2017-05-23 00:00:00,5
3257,2017-06-14 08:37:39,2017-06-14 00:00:00,4
3258,2017-05-17 11:36:51,2017-05-17 00:00:00,4
3259,2017-05-08 13:12:30,2017-05-08 00:00:00,10
3260,2017-06-14 15:47:06,2017-06-14 00:00:00,6
3261,2017-05-10 18:58:00,2017-05-10 00:00:00,9
3262,2017-06-12 17:05:47,2017-06-12 00:00:00,3
3263,2017-05-05 20:00:53,2017-05-05 00:00:00,6
3264,2017-05-22 15:14:26,2017-05-22 00:00:00,4
3265,2017-05-15 00:31:53,2017-05-15 00:00:00,1
3266,2017-06-13 18:31:37,2017-06-13 00:00:00,11
3267,2017-05-28 08:42:18,2017-05-28 00:00:00,1
3268,2017-05-31 13:23:12,2017-05-31 00:00:00,4
3269,2017-05-06 20:11:10,2017-05-06 00:00:00,5
3270,2017-06-11 21:16:09,2017-06-11 00:00:00,14
3271,2017-05-31 22:48:44,2017-05-31 00:00:00,1
3272,2017-05-21 18:11:11,2017-05-21 00:00:00,8
3273,2017-05-16 22:42:57,2017-05-16 00:00:00,3
3274,2017-06-11 13:21:04,2017-06-11 00:00:00,8
3275,2017-05-21 18:49:12,2017-05-21 00:00:00,6
3276,2017-05-24 20:08:23,2017-05-24 00:00:00,8
3277,2017-06-05 19:22:09,2017-06-05 00:00:00,9
3278,2017-06-04 06:51:47,2017-06-04 00:00:00,2
3279,2017-06-13 12:32:12,2017-06-13 00:00:00,8
3280,2017-05-23 17:54:55,2017-05-23 00:00:00,6
3281,2017-05-12 08:47:47,2017-05-12 00:00:00,8
3282,2017-05-25 02:07:32,2017-05-25 00:00:00,2
